"","CC302","CC304","CC302a","CC305","CC306","CC308a","CC308b","CC308c","CC320","CC321","CC322_1","CC322_2","CC322_3","CC322_4","CC322_5","CC322_6","CC324","CC325","CC326","CC327","CC332A","CC332B","CC332C","CC332D","CC332E","CC332F","CC332G","CC332H","CC332I","CC332J"
"164364845",2,2,2,2,2,1,3,3,3,1,1,2,2,1,2,2,4,1,1,4,2,1,2,2,2,1,2,1,1,1
"164364856",5,3,5,2,2,4,2,1,3,2,2,1,1,1,1,1,2,3,2,4,1,1,2,2,1,2,1,1,1,2
"164364865",3,2,4,1,1,3,3,2,1,2,1,2,2,1,2,1,2,4,2,4,1,2,1,2,1,1,1,1,2,2
"164364871",5,5,5,2,1,4,4,4,3,5,2,1,1,1,1,1,4,5,2,4,1,2,2,2,1,1,1,1,2,2
"164364873",5,4,1,2,2,4,4,3,3,5,2,1,1,1,1,2,4,5,2,3,1,1,2,2,2,2,1,1,2,2
"164364875",4,4,4,2,2,4,3,3,3,4,2,1,1,1,1,2,4,4,1,4,2,2,2,2,2,2,1,1,2,1
"164364878",2,2,2,1,1,2,4,3,1,2,2,1,1,1,1,1,2,4,2,4,2,2,1,2,1,1,2,1,1,2
"164364886",4,3,4,3,3,4,3,2,3,2,1,1,2,2,2,2,2,3,2,2,2,2,1,2,1,,,1,2,1
"164364894",2,2,2,3,2,2,5,2,1,1,1,1,2,1,2,2,2,3,2,2,2,1,2,1,1,2,2,1,1,2
"164364902",3,2,2,1,1,4,4,4,1,2,1,2,2,2,2,2,4,4,2,4,2,1,1,2,2,2,1,1,2,1
"164364910",5,4,6,2,2,4,5,3,2,4,2,1,1,1,2,1,1,5,2,2,2,1,1,1,2,2,1,1,1,2
"164364919",2,2,3,3,3,3,3,3,3,2,1,2,1,2,2,1,3,4,1,4,1,1,2,2,2,1,1,2,2,1
"164364927",2,4,2,3,2,1,3,2,1,2,2,2,2,1,2,2,4,4,1,2,2,1,2,2,2,1,2,1,1,1
"164364929",5,4,4,2,2,4,4,3,2,4,1,1,1,1,2,1,,,2,4,,,,,1,,1,1,2,2
"164364934",2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,4,4,1,1,2,1,1,2,2,1,2,2,1,1
"164364943",4,3,4,2,2,4,3,3,1,2,2,2,2,1,2,2,3,4,2,3,2,2,2,2,1,2,1,1,2,1
"164364973",5,2,5,1,2,4,2,4,3,3,2,1,1,1,2,1,2,5,2,3,1,2,1,1,1,1,1,1,2,1
"164364975",5,4,3,1,,4,3,,3,2,2,1,1,1,2,1,2,4,2,4,2,2,2,2,1,1,,,1,1
"164364978",3,5,3,1,1,4,4,4,3,3,1,2,2,1,1,2,3,3,2,3,1,1,1,1,1,1,1,2,2,2
"164364979",3,2,3,3,1,1,3,3,1,3,2,2,2,2,1,2,2,3,1,2,1,2,2,2,2,1,1,1,1,1
"164364985",5,4,4,3,3,4,4,4,1,5,1,1,1,1,1,2,1,4,2,4,2,2,1,2,2,2,2,1,2,2
"164365001",2,3,2,1,1,2,2,2,2,3,1,2,2,2,2,2,3,3,1,2,1,1,1,2,1,1,2,2,1,2
"164365002",3,3,2,2,2,4,5,5,3,2,2,1,1,1,1,1,4,3,2,4,2,1,1,2,2,1,2,1,1,2
"164365007",4,2,3,1,1,4,4,4,1,3,1,1,2,1,1,2,2,2,1,3,1,2,2,2,2,2,2,2,1,1
"164365015",3,4,3,1,1,2,3,3,1,4,2,2,2,2,2,2,4,4,1,3,1,1,2,2,2,2,1,1,2,2
"164365028",5,3,3,1,1,2,2,2,3,2,1,2,2,2,2,2,4,4,2,3,2,2,,,2,2,2,1,1,2
"164365034",4,1,2,3,3,2,2,2,1,3,1,2,2,2,2,2,4,1,1,2,1,1,2,1,2,2,1,1,1,1
"164365035",5,4,6,2,2,4,3,4,2,5,2,1,1,1,2,1,2,5,2,4,2,1,2,1,1,1,1,1,2,2
"164365044",3,3,3,2,2,4,3,3,3,2,2,1,1,1,2,2,4,3,1,4,2,1,2,2,2,2,2,1,2,1
"164365056",3,3,2,1,1,3,4,3,3,2,1,1,2,1,2,2,4,2,1,2,2,1,,,2,1,2,1,1,1
"164365061",6,4,6,3,3,3,3,5,3,3,2,1,1,1,2,2,4,3,2,3,2,2,1,2,2,1,2,1,2,1
"164365084",3,2,1,1,1,1,4,2,1,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,1,1,2
"164365106",2,3,2,1,1,1,3,3,1,1,2,2,2,1,2,2,4,2,1,3,2,2,2,2,2,2,2,2,1,2
"164365116",2,2,2,3,1,2,4,3,1,2,1,2,2,1,2,2,2,5,2,4,2,2,1,2,2,1,2,1,1,1
"164365118",3,3,2,1,1,4,3,3,1,3,1,1,1,1,2,2,4,4,1,4,2,1,,,2,2,2,1,1,1
"164365186",4,3,2,3,3,3,3,4,1,2,1,2,2,2,2,2,1,3,1,3,2,1,2,1,1,2,2,2,1,2
"164365198",3,4,6,2,2,2,4,4,1,3,1,1,1,1,1,1,2,1,1,4,2,1,1,2,2,2,1,1,2,1
"164365209",1,2,1,3,3,1,5,5,3,2,2,1,2,2,2,2,4,5,1,1,2,2,2,1,2,2,2,1,2,1
"164365216",5,3,5,3,1,4,4,3,3,4,2,1,1,1,1,1,2,4,2,3,2,1,1,2,1,1,1,1,1,2
"164365232",3,4,4,2,3,4,3,2,3,4,2,2,2,1,1,1,4,3,2,4,2,2,1,2,2,2,2,1,2,2
"164365245",2,4,2,2,1,1,4,2,3,2,2,1,2,2,2,2,4,3,1,3,2,2,2,2,2,2,1,1,1,1
"164365253",2,4,2,1,1,,3,1,3,1,1,1,2,1,2,2,4,2,1,4,2,1,1,2,2,2,1,1,1,1
"164365279",4,5,6,3,3,4,4,3,3,2,2,2,1,1,1,1,2,3,1,4,2,1,1,2,2,2,2,1,1,1
"164365296",3,3,6,3,3,3,5,5,1,2,2,1,1,1,2,2,4,3,1,3,2,2,1,2,2,1,2,1,1,1
"164365298",3,4,2,2,2,1,4,2,1,1,1,2,2,2,2,2,1,5,1,2,2,2,1,2,2,2,2,1,1,1
"164365299",5,5,3,2,1,4,4,3,3,3,2,1,1,1,1,1,2,3,2,4,2,2,1,2,1,2,1,1,2,2
"164365306",2,3,2,1,1,2,4,3,3,4,2,1,1,1,1,1,4,5,1,4,2,1,2,2,2,2,1,1,1,1
"164365308",3,4,6,1,1,2,3,3,1,1,1,2,2,2,2,2,4,3,1,2,2,2,1,2,2,2,2,1,2,1
"164365311",3,2,2,2,2,2,2,2,3,4,2,1,2,1,2,2,2,4,1,2,2,1,1,2,2,1,1,1,1,1
"164365315",5,4,4,2,1,5,5,5,3,2,2,1,2,1,2,1,4,3,1,4,2,1,2,2,2,2,2,1,1,1
"164365318",5,4,3,3,3,3,3,3,1,2,2,2,1,2,2,2,4,4,2,3,2,1,2,2,2,2,1,1,1,1
"164365323",4,3,3,2,2,4,4,2,1,2,1,1,1,2,2,2,2,3,2,3,2,2,1,1,1,2,2,1,2,1
"164365325",2,3,2,1,1,2,3,3,1,2,1,2,2,2,2,2,4,2,1,2,2,1,2,2,2,2,2,1,1,1
"164365336",4,5,6,1,2,4,4,4,2,4,2,1,1,1,1,1,4,4,2,4,2,2,2,2,2,2,1,2,2,2
"164365337",4,4,4,2,1,2,4,3,2,4,2,1,1,1,2,1,2,2,2,4,2,2,2,2,1,2,1,1,2,1
"164365338",5,4,4,2,2,4,4,4,3,3,1,1,1,1,2,2,2,5,2,2,2,2,1,2,1,1,1,1,2,1
"164365339",4,3,4,1,1,3,3,3,3,5,2,2,2,2,2,1,3,3,1,2,,2,1,1,2,2,2,1,1,1
"164365342",3,4,3,1,1,3,3,3,1,2,1,2,2,2,2,2,3,3,1,2,2,2,,,1,1,1,1,1,1
"164365347",4,2,4,2,2,4,3,3,1,2,2,1,2,2,2,2,3,3,2,3,2,2,1,1,2,1,2,1,2,1
"164365370",2,2,2,1,1,2,3,3,1,2,1,2,1,1,2,2,3,5,2,3,2,2,2,2,2,2,2,1,1,1
"164365382",4,2,3,1,1,2,3,3,3,3,1,2,1,1,1,1,4,2,1,3,2,1,1,2,2,1,2,2,2,1
"164365391",5,4,4,3,1,4,4,3,1,2,2,2,1,2,2,2,4,2,1,4,2,1,1,2,2,1,1,1,1,1
"164365393",2,3,2,1,2,1,4,5,1,2,1,1,2,1,2,2,4,4,1,3,2,2,1,2,2,2,,,1,1
"164365396",3,4,3,3,2,4,3,3,3,3,2,2,1,1,1,1,2,4,2,4,2,1,2,2,1,1,2,1,2,2
"164365397",3,4,3,1,1,2,5,5,1,2,1,2,2,2,2,2,4,3,1,2,2,1,2,2,2,1,2,1,2,1
"164365398",4,3,4,1,3,4,4,3,1,4,2,1,1,2,2,1,2,5,2,4,1,1,2,1,2,1,1,1,2,2
"164365803",2,2,2,1,1,1,4,4,1,2,1,2,2,1,1,2,3,3,1,3,2,1,1,2,2,1,2,2,1,1
"164365839",2,3,2,1,3,1,3,2,3,1,1,1,2,1,1,1,2,2,1,3,2,1,1,2,2,2,2,1,1,1
"164366119",3,2,2,1,1,1,4,3,1,2,1,2,2,2,2,2,4,5,2,2,2,2,2,2,2,2,2,2,1,1
"164367003",2,2,6,1,3,2,3,3,1,2,1,2,2,2,2,2,2,3,2,1,2,1,1,2,2,1,2,1,1,2
"164367069",4,5,6,3,3,4,4,4,3,4,2,2,1,1,1,2,2,5,2,3,2,2,1,2,1,2,2,1,2,1
"164367143",5,4,5,2,2,4,2,2,3,3,2,1,2,1,1,1,2,4,2,3,2,2,1,1,1,2,1,1,2,2
"164367180",4,3,4,2,2,4,4,4,2,3,2,1,1,1,1,1,2,2,1,4,2,2,1,2,1,1,1,1,2,1
"164367275",2,2,2,1,2,1,3,2,1,1,1,2,1,1,2,2,4,2,1,1,2,2,2,2,1,1,2,1,1,1
"164367924",6,3,6,3,3,5,5,5,1,2,2,1,2,1,2,2,4,,,4,2,2,1,,2,1,,,1,1
"164368061",6,4,3,3,3,2,5,5,1,2,1,1,2,1,2,2,2,3,2,3,2,2,1,2,2,2,2,1,1,1
"164368868",4,3,3,1,3,4,3,2,3,4,2,1,2,1,2,1,3,4,1,3,,1,2,1,2,1,1,1,2,2
"164368869",3,2,3,1,3,2,2,2,1,1,2,2,2,1,2,2,4,2,1,3,1,1,1,2,2,2,2,1,1,1
"164368871",4,3,4,2,2,4,3,3,3,2,2,1,1,1,1,1,4,4,2,4,2,1,2,2,2,2,2,1,2,2
"164368875",3,3,2,1,1,3,3,,3,2,2,1,2,1,1,1,4,3,1,3,2,1,1,2,2,2,1,1,1,2
"164368877",4,,3,1,2,4,4,4,1,3,2,1,1,1,1,1,4,4,2,3,2,2,,,2,1,2,1,2,1
"164368878",3,3,3,1,2,2,3,2,3,2,2,1,1,1,1,1,4,2,1,3,2,1,1,2,2,1,2,1,1,1
"164368884",2,2,2,2,2,1,3,3,1,2,1,2,2,2,2,2,4,3,1,4,2,2,2,1,2,2,2,2,1,1
"164368885",3,3,4,1,1,4,4,4,3,5,1,2,2,1,1,2,2,3,1,3,2,2,1,2,1,2,1,2,2,1
"164368888",4,3,3,3,3,2,4,5,1,2,2,1,1,1,1,1,4,3,1,3,2,2,,,2,2,2,1,2,1
"164368889",3,3,3,2,2,4,4,4,3,3,2,1,1,2,1,1,4,4,2,4,2,1,1,2,2,1,1,1,2,1
"164368892",2,4,2,1,2,1,4,3,1,1,1,2,2,1,2,2,4,1,1,2,2,1,2,2,2,1,2,1,1,1
"164368915",3,3,3,3,3,5,5,5,1,1,2,2,2,1,2,2,3,3,1,3,2,1,1,2,2,1,,1,1,1
"164368916",4,4,6,1,2,4,3,4,3,4,1,1,1,1,2,1,4,2,2,4,2,2,2,2,2,2,2,1,2,2
"164368920",4,2,4,1,1,3,3,3,2,3,2,1,1,1,1,1,4,4,1,3,2,2,1,2,2,2,2,1,1,2
"164368921",3,4,4,2,2,4,4,4,2,3,2,1,2,2,1,1,4,4,2,3,2,2,2,2,2,2,2,1,2,2
"164368922",4,5,3,1,1,4,4,3,2,3,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2
"164368935",3,3,3,2,,1,3,2,1,3,2,1,2,2,2,2,2,3,1,1,1,2,2,1,2,1,1,1,1,1
"164368936",5,4,4,3,3,4,4,4,3,4,1,1,1,1,1,1,2,5,2,4,2,2,2,1,1,2,1,1,2,2
"164368954",2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,2
"164368955",2,3,2,1,1,1,3,2,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,1,1,2,1,1,2
"164368994",3,3,3,1,1,3,3,3,1,1,2,1,1,2,2,1,3,4,2,3,2,2,1,1,2,2,1,1,2,1
"164368995",2,3,3,1,1,2,4,2,1,2,1,2,2,2,2,2,4,2,1,4,2,2,2,2,2,2,2,1,1,1
"164369001",5,5,4,1,2,4,2,1,3,2,2,2,2,2,2,1,4,4,1,4,2,1,2,2,2,2,2,2,2,1
"164369012",2,4,2,1,1,1,4,4,1,1,1,2,2,2,2,2,3,2,1,1,2,1,1,2,2,1,2,2,1,1
"164369013",2,5,2,3,3,2,3,3,1,2,2,1,1,1,2,2,3,4,1,3,2,1,1,2,2,2,2,1,1,1
"164369014",1,2,1,2,2,1,1,1,1,5,1,2,2,1,2,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1
"164369015",2,3,2,3,2,3,4,2,1,2,2,1,2,1,1,2,2,2,2,3,2,1,2,2,1,1,1,1,2,2
"164369020",6,5,6,3,3,5,5,5,2,3,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2
"164369037",4,5,5,2,2,4,4,3,3,2,1,1,2,2,2,2,3,2,1,4,1,2,2,2,2,2,1,1,2,1
"164369039",3,3,3,3,3,2,3,2,3,2,2,1,2,2,2,2,4,1,2,2,1,,2,2,2,1,2,1,1,1
"164369043",5,3,4,2,2,4,4,4,3,2,2,1,2,1,2,1,2,2,1,4,2,1,1,2,1,2,1,1,2,1
"164369044",4,4,6,3,3,3,3,3,1,3,2,1,1,1,2,2,4,3,2,2,2,2,2,2,2,2,1,1,1,1
"164369049",2,3,2,1,2,1,4,3,1,1,2,1,1,1,1,2,4,2,1,2,2,1,1,2,2,1,2,1,1,1
"164369050",5,4,6,3,3,4,2,3,3,3,2,2,1,1,1,2,1,4,2,4,2,2,2,2,1,2,2,1,2,2
"164369071",3,4,3,2,2,2,3,3,3,2,1,2,2,1,1,2,3,2,1,3,2,1,1,2,2,1,2,1,1,1
"164369074",2,2,2,3,1,4,4,2,3,4,2,1,1,2,1,2,4,3,2,4,2,1,1,2,1,2,1,1,2,1
"164369084",4,3,4,3,2,4,3,3,3,3,2,1,1,1,1,1,2,3,2,4,2,1,2,2,1,1,1,1,2,2
"164369092",3,3,2,1,1,1,2,1,3,2,2,2,1,1,1,1,4,4,1,3,2,1,1,2,2,2,2,1,1,1
"164369101",3,3,2,1,1,1,2,2,1,1,2,1,2,1,2,2,4,3,1,1,2,2,2,2,2,1,2,1,1,1
"164369121",4,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,4,2,1,2,2,1,2,2,2,1,2,1,1,1
"164369128",2,2,2,1,1,2,2,2,3,2,1,2,2,2,2,2,4,4,1,4,2,1,1,2,2,1,2,1,1,1
"164369137",2,3,3,2,2,2,3,3,1,1,2,1,2,1,2,2,4,2,1,3,2,1,1,2,2,2,2,1,1,1
"164369139",3,2,2,2,3,3,3,5,3,2,1,1,1,1,2,1,2,3,2,3,1,1,2,1,1,1,1,1,2,2
"164369142",4,3,5,1,3,4,4,2,3,3,2,1,2,1,1,1,1,4,2,4,2,1,1,1,1,1,1,1,2,2
"164369143",4,3,3,1,1,4,4,4,3,4,2,1,1,1,1,1,4,3,2,4,2,1,1,2,2,2,1,1,2,2
"164369152",3,3,3,1,2,2,3,3,1,2,1,1,2,1,2,2,4,2,1,3,2,2,1,2,2,1,2,1,1,1
"164369179",5,2,6,3,3,4,5,5,3,3,2,1,1,1,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2
"164369184",2,4,2,2,2,1,2,2,3,2,1,2,1,1,2,2,1,2,2,3,2,1,1,2,2,2,2,1,1,1
"164369186",3,5,2,1,2,1,3,3,1,2,1,2,2,1,2,2,4,3,2,3,2,1,1,2,2,2,2,1,1,1
"164369195",2,3,2,1,1,2,4,4,1,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,1
"164369196",3,3,3,1,1,1,2,2,1,2,1,2,2,2,2,2,4,3,1,1,2,2,2,2,2,2,2,1,1,1
"164369206",1,2,1,1,2,1,4,3,1,2,1,1,2,2,2,2,4,3,2,1,2,2,1,2,2,1,2,1,1,1
"164369213",3,3,4,1,1,3,4,2,1,1,2,1,1,1,1,1,4,3,1,4,2,1,1,2,2,2,1,1,1,1
"164369224",4,2,3,2,2,2,3,2,1,2,1,1,1,2,2,2,3,1,1,2,2,2,1,2,2,1,2,1,1,1
"164369594",2,3,1,1,2,1,4,4,1,1,2,2,2,1,2,2,4,3,1,1,2,2,1,2,2,2,2,2,1,1
"164369937",3,3,6,2,2,4,3,3,3,3,2,1,2,1,2,2,4,4,1,3,2,2,1,1,1,2,1,1,2,1
"164370226",3,4,2,1,1,2,4,4,1,5,2,2,2,2,1,2,4,4,1,4,2,2,1,2,2,1,2,1,1,1
"164370534",2,4,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,1,1
"164371085",2,3,1,2,2,1,3,2,1,1,1,2,1,1,1,1,2,3,2,1,2,2,2,2,2,2,2,1,1,2
"164371194",4,3,2,2,2,4,3,3,3,4,2,1,1,1,1,1,2,5,2,4,2,1,1,1,1,2,1,1,2,1
"164371455",3,2,2,3,3,2,4,5,1,1,2,1,1,1,2,1,2,3,1,2,2,1,1,2,1,1,2,1,1,1
"164371471",4,5,5,2,2,4,3,3,3,5,2,2,2,1,2,2,4,2,2,2,2,2,2,1,2,2,2,1,2,2
"164371571",3,4,6,1,2,1,4,3,1,2,1,2,2,2,2,2,4,4,1,3,2,1,1,2,1,1,2,2,1,1
"164371637",5,4,6,2,2,4,4,4,3,2,2,1,1,1,1,1,2,3,2,4,2,1,2,1,1,2,,1,2,2
"164372009",3,5,6,2,3,4,4,3,3,3,2,1,1,1,2,2,4,4,2,3,2,1,1,2,1,1,1,1,2,2
"164372035",2,4,2,3,3,2,3,2,1,2,2,1,1,1,2,1,4,2,1,2,2,2,1,2,1,2,2,1,1,1
"164372553",3,2,2,2,2,2,4,3,1,1,2,1,2,1,1,1,4,2,2,1,2,2,1,2,2,2,2,1,1,1
"164372687",3,2,3,1,1,5,5,5,,5,2,2,1,2,2,2,1,3,2,1,1,1,1,1,2,2,2,1,2,1
"164372711",5,2,4,1,1,4,4,5,3,2,1,2,2,2,2,1,4,,1,3,2,2,,,2,2,2,1,1,1
"164372720",4,3,2,1,1,1,3,3,3,1,1,2,2,2,2,2,4,4,1,3,2,2,2,2,2,1,2,1,1,1
"164372734",3,2,3,3,3,3,3,5,3,3,2,1,1,1,2,1,2,4,2,2,1,2,1,2,1,1,2,1,1,2
"164372737",4,4,3,3,3,4,5,5,1,3,2,1,1,2,1,1,4,4,1,2,1,1,2,2,2,1,2,1,1,1
"164372746",5,5,4,3,3,2,3,3,3,1,2,2,2,1,2,2,3,3,1,4,2,2,1,2,2,1,2,1,1,1
"164372750",3,3,3,1,1,3,3,3,3,3,1,2,2,2,2,2,4,3,1,2,1,1,2,1,1,2,2,2,1,1
"164372788",4,4,3,3,3,4,3,3,1,3,1,1,1,1,2,2,3,3,1,3,2,1,2,2,2,1,1,1,2,1
"164372794",2,2,2,3,3,2,4,4,2,3,1,2,2,2,2,2,4,3,1,2,1,1,1,1,2,1,2,2,2,1
"164372796",4,3,6,1,1,4,3,3,1,3,2,1,1,1,2,2,1,4,2,3,2,2,1,1,1,1,1,1,2,2
"164372798",4,4,2,,,,,,,2,1,2,2,2,2,2,4,4,1,,,,,,2,1,,,2,2
"164372803",3,2,2,2,2,1,5,2,1,4,2,1,2,2,2,2,4,4,1,3,2,2,2,2,2,2,2,2,1,1
"164372806",3,3,2,3,2,2,4,2,3,3,1,2,1,1,2,2,4,5,2,4,2,2,1,2,2,,,1,1,
"164372807",4,4,3,1,1,4,3,3,3,4,1,1,1,1,1,1,1,5,2,4,2,2,2,1,1,1,1,1,1,1
"164372813",2,2,2,1,3,1,4,5,3,1,1,2,2,1,2,1,4,1,2,4,2,1,1,2,2,2,2,2,1,1
"164372814",3,4,3,1,1,2,3,5,3,3,2,1,1,1,2,1,4,3,1,4,2,1,1,1,2,2,1,1,2,1
"164372815",5,4,5,3,3,4,4,4,1,2,1,2,2,2,2,2,3,3,2,3,2,2,2,2,1,2,1,1,1,1
"164372818",3,2,3,2,2,2,2,2,1,2,1,2,2,1,1,2,4,3,1,2,2,2,2,,2,2,2,1,1,1
"164372838",3,3,6,1,1,3,3,3,1,2,1,2,2,2,2,2,2,4,1,3,2,1,2,2,2,2,1,1,2,1
"164372847",5,3,5,2,2,4,4,4,1,4,2,2,1,2,2,2,1,3,2,3,1,1,2,1,1,2,2,1,1,2
"164372896",2,1,2,3,3,1,4,2,1,1,2,1,2,1,2,2,4,1,1,3,2,2,2,2,2,2,2,1,1,1
"164372900",6,3,6,2,2,3,3,3,3,2,2,2,2,1,2,2,4,2,1,3,2,2,1,2,1,2,2,2,1,1
"164372902",2,3,2,3,1,2,4,2,1,2,1,1,2,1,2,2,4,1,1,2,2,2,1,2,2,1,2,1,1,1
"164372905",4,2,6,1,1,4,4,3,1,2,2,1,1,1,2,1,4,2,2,2,2,2,1,2,,,,,1,1
"164372910",4,4,3,2,2,4,3,4,3,3,2,1,1,1,1,1,2,5,2,3,2,1,1,1,1,1,1,1,2,2
"164372919",3,5,3,1,1,2,3,3,2,1,1,1,2,1,2,2,4,2,1,2,1,1,1,1,2,1,2,1,1,1
"164372922",4,3,3,3,3,5,1,1,1,3,1,2,2,2,2,2,2,3,2,2,1,2,2,1,1,2,2,1,1,2
"164372931",3,3,6,3,3,3,5,5,2,4,2,1,1,1,1,1,3,3,2,4,2,2,,,1,1,,1,1,1
"164372933",3,2,3,1,1,1,2,2,3,4,2,2,2,1,2,2,3,1,1,2,1,2,2,1,1,1,1,2,2,1
"164372956",3,4,3,1,3,1,3,2,2,2,2,1,2,1,2,2,4,3,2,3,2,2,1,1,2,2,2,2,1,1
"164372964",6,4,6,3,3,5,5,5,3,3,2,2,2,1,1,2,4,3,1,4,2,2,1,2,2,2,1,1,2,1
"164372969",3,3,4,1,3,3,3,3,3,3,2,1,2,1,2,2,4,3,1,2,1,2,2,1,2,1,1,2,2,1
"164372971",3,3,2,2,2,1,1,1,1,3,1,1,2,2,2,2,2,3,1,2,1,1,1,1,2,2,2,1,1,1
"164372977",5,5,6,2,2,4,3,4,3,2,2,1,1,1,1,2,1,5,2,4,2,2,1,2,1,1,1,1,2,2
"164372982",6,1,6,1,1,2,5,5,3,2,1,1,2,1,2,2,4,3,1,2,2,1,1,1,2,1,2,1,1,1
"164373329",4,4,3,3,2,1,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,1,1
"164374480",2,2,2,1,1,1,4,3,1,3,1,1,2,1,2,2,4,4,1,1,2,2,1,2,2,2,1,2,1,1
"164374778",2,3,1,1,3,1,3,2,3,2,2,1,2,1,2,2,4,4,1,3,2,1,1,2,2,1,2,1,1,1
"164375018",,3,6,3,1,1,2,2,1,1,2,1,2,2,2,2,1,3,2,4,2,2,2,2,2,2,1,1,1,1
"164375174",2,1,1,1,2,1,4,2,1,2,1,2,2,1,2,2,4,1,1,3,2,2,2,2,2,1,2,1,1,1
"164375804",2,2,2,3,1,1,4,3,1,1,1,2,2,2,2,2,4,3,1,2,2,1,1,2,2,1,2,2,1,1
"164376451",4,4,6,2,1,4,5,5,3,3,2,2,2,2,1,2,4,3,1,3,1,1,1,1,1,2,1,2,2,2
"164376452",3,2,2,1,3,1,3,2,1,2,1,2,2,1,2,2,3,5,1,3,2,2,1,2,2,2,2,1,1,1
"164376455",4,4,3,1,2,4,4,4,3,5,2,2,2,1,2,2,2,4,1,1,2,2,1,1,2,2,1,1,1,1
"164376470",3,3,1,3,3,2,4,4,3,1,2,1,1,1,1,1,4,5,2,3,2,2,,,1,2,1,1,1,2
"164376474",2,4,2,1,1,2,3,3,1,2,2,2,2,1,2,2,4,2,1,3,2,2,1,2,2,1,2,1,1,1
"164376481",3,2,3,2,3,3,4,2,3,2,2,1,2,1,1,1,4,3,1,3,1,2,1,1,2,2,1,1,2,1
"164376482",4,4,6,1,1,4,4,3,3,3,2,1,1,1,1,2,4,2,,4,2,1,2,1,2,1,2,1,1,1
"164376484",4,4,3,3,2,1,2,1,3,2,2,1,2,1,2,2,4,2,1,3,2,1,1,2,2,1,2,1,1,1
"164376498",3,2,3,3,2,4,3,2,1,4,2,1,1,2,2,2,2,5,2,3,2,1,2,2,2,2,2,1,2,1
"164376500",3,3,2,1,1,2,3,5,3,2,2,2,2,1,1,1,4,2,1,3,2,1,2,2,2,1,2,2,1,1
"164376501",2,5,3,1,2,3,5,2,1,1,1,2,2,1,1,2,2,3,1,3,2,1,1,2,2,2,2,1,1,1
"164376518",2,2,3,2,2,3,2,2,1,1,1,1,1,2,2,2,4,3,1,3,2,2,1,2,2,2,2,1,1,1
"164376519",3,4,4,2,1,4,4,3,3,4,2,1,2,1,1,2,3,4,1,4,1,1,1,1,1,1,1,1,2,1
"164376528",4,4,6,2,2,4,3,3,3,4,1,1,1,1,2,2,3,3,2,4,1,1,1,1,2,1,1,1,2,1
"164376555",2,3,2,1,2,1,1,2,1,3,2,2,1,2,2,2,3,1,2,1,1,2,1,1,1,1,2,2,1,1
"164376579",2,3,2,2,2,1,5,5,1,3,2,1,2,2,2,2,4,1,2,1,2,1,1,2,2,2,2,1,1,1
"164376595",2,4,2,3,3,1,2,2,3,2,1,1,2,2,2,2,4,4,1,2,2,1,1,2,2,2,2,1,1,1
"164376611",4,4,4,1,1,2,5,5,1,1,2,1,2,1,1,2,4,2,1,3,2,1,1,2,2,2,1,1,1,1
"164376628",2,3,6,3,3,1,4,5,1,1,1,2,2,1,2,2,4,1,1,3,2,1,1,2,2,2,2,1,1,1
"164376634",2,1,2,2,2,2,2,2,3,4,2,1,1,2,2,2,3,4,1,1,1,2,1,2,1,1,1,1,1,2
"164376705",3,4,1,2,2,4,2,3,1,4,2,1,1,1,1,1,4,5,2,4,2,2,1,1,2,1,2,1,2,2
"164376710",3,2,3,2,2,4,3,3,3,4,2,1,2,2,2,2,1,4,2,3,2,2,1,2,2,2,1,2,2,2
"164376752",4,4,6,1,2,3,3,3,1,3,2,2,1,1,2,2,4,5,2,4,2,2,2,2,2,2,1,1,2,1
"164376783",5,3,5,1,1,4,4,4,3,1,2,1,1,2,1,1,4,2,2,4,2,2,1,2,2,2,1,1,2,1
"164376795",3,3,3,1,1,4,3,3,3,1,1,2,2,2,2,2,4,2,1,2,1,1,2,1,2,1,1,1,2,1
"164376797",5,5,3,2,2,4,3,4,3,3,2,2,2,1,1,2,3,4,2,3,1,1,1,2,1,2,1,1,2,2
"164377311",2,4,2,2,2,1,4,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1
"164377368",1,3,1,1,1,1,3,1,1,2,1,1,2,2,2,2,4,4,2,2,2,2,1,2,2,1,2,1,1,1
"164378536",2,2,2,1,1,1,4,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1
"164378934",5,4,3,2,2,4,2,2,3,2,2,2,1,1,1,1,2,5,2,3,1,1,1,2,1,1,1,1,2,2
