"","CC302","CC304","CC302a","CC305","CC306","CC308a","CC308b","CC308c","CC320","CC321","CC322_1","CC322_2","CC322_3","CC322_4","CC322_5","CC322_6","CC324","CC325","CC326","CC327","CC332A","CC332B","CC332C","CC332D","CC332E","CC332F","CC332G","CC332H","CC332I","CC332J"
"162366809",5,3,2,2,2,4,3,3,2,4,2,1,2,1,2,1,1,4,2,4,2,1,2,1,1,1,1,1,2,2
"162366828",3,3,2,2,3,4,3,1,3,4,2,1,1,1,2,2,2,5,1,4,2,1,,,1,1,1,1,2,1
"162366830",3,5,3,1,1,4,2,2,3,3,1,1,1,2,2,2,4,3,2,4,2,1,1,1,1,1,1,1,2,2
"162366841",3,3,4,2,2,4,3,3,3,3,2,1,2,1,2,1,2,4,2,3,1,2,1,2,1,1,1,1,2,2
"162366887",2,3,2,1,2,1,4,4,3,2,2,2,2,1,2,2,4,2,1,2,2,2,1,2,2,1,2,1,1,2
"162366908",4,5,6,3,1,4,3,3,2,5,2,1,1,1,2,1,2,4,2,4,2,2,1,,1,2,1,1,2,2
"162366915",3,4,2,1,2,1,4,3,1,1,1,1,2,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,1,1
"162366917",5,4,2,2,2,4,3,3,2,5,2,1,1,1,1,1,1,4,2,4,2,1,2,1,1,1,1,1,2,2
"162366926",4,4,6,2,1,4,2,4,3,4,2,1,1,1,2,1,4,5,2,4,2,1,1,2,2,2,1,1,2,2
"162366947",4,2,3,3,2,4,4,3,2,4,2,1,1,1,2,1,2,4,2,4,1,1,1,2,1,1,1,1,2,2
"162366951",2,3,2,1,1,1,4,3,1,1,1,2,1,1,2,2,4,1,1,2,2,2,2,2,2,1,2,,1,2
"162366953",4,4,3,2,2,4,4,1,2,3,2,2,2,1,2,2,3,4,2,3,2,1,2,1,1,1,1,1,2,1
"162366963",2,3,2,1,2,1,4,4,1,1,1,2,2,2,2,2,4,1,1,1,2,1,1,2,2,1,2,2,1,1
"162366981",4,4,4,1,2,4,3,3,3,5,2,1,1,1,2,1,3,4,2,4,2,2,1,2,1,1,1,1,2,2
"162366986",5,5,5,3,2,4,4,3,3,4,2,1,1,1,2,1,1,4,2,4,1,1,2,1,1,1,1,1,2,1
"162366994",2,4,2,1,1,2,4,4,1,1,1,2,2,1,2,2,4,1,1,2,2,2,1,2,2,2,2,2,1,1
"162366998",5,4,5,2,2,4,3,3,2,3,2,1,2,1,2,1,1,4,2,4,1,2,2,1,1,1,1,1,2,2
"162367008",4,4,2,2,1,4,4,4,2,4,2,1,1,1,1,1,1,5,2,4,1,2,2,1,1,1,1,1,2,2
"162367012",5,5,5,1,1,4,1,1,2,3,2,1,1,1,2,1,4,3,2,4,2,1,2,1,1,1,1,1,2,2
"162367025",4,2,6,2,1,4,4,3,3,2,1,1,1,1,2,2,2,4,2,4,1,2,2,2,1,1,1,2,2,2
"162367027",3,3,6,1,1,2,3,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,,2,2,1,1
"162367033",3,3,3,3,2,3,3,2,3,3,2,2,1,1,2,1,1,4,1,4,1,2,1,2,2,2,1,,2,1
"162367050",4,5,5,2,2,4,3,4,3,4,2,1,2,1,1,2,2,4,2,4,2,2,2,1,1,1,1,1,2,2
"162367053",2,2,1,1,1,1,4,3,1,1,1,2,2,2,2,2,4,1,2,1,2,2,1,2,2,1,2,2,1,2
"162367059",4,4,4,2,2,4,4,4,3,3,2,1,1,1,1,1,2,5,2,4,2,2,1,1,1,1,1,,2,2
"162367078",3,3,2,2,2,4,3,4,3,2,2,1,1,1,1,2,4,5,2,2,2,1,1,2,2,1,1,1,2,2
"162367084",2,2,2,1,1,1,4,4,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,2,2,,1,1
"162367105",5,3,6,2,2,4,2,3,3,3,1,1,1,1,1,1,2,4,2,3,1,1,1,1,1,2,1,1,2,2
"162367108",4,5,4,2,2,4,4,3,3,3,2,1,1,1,1,2,4,4,2,4,1,2,1,1,1,1,1,1,2,1
"162367118",5,5,5,2,1,3,4,4,3,4,1,2,2,2,2,2,3,3,1,4,2,2,1,2,1,2,1,1,2,2
"162367134",2,3,2,1,1,2,4,4,1,1,1,2,2,2,2,2,4,1,1,2,2,1,1,2,2,1,2,2,1,1
"162367148",2,2,2,1,2,1,4,3,1,1,2,1,1,1,2,2,4,1,1,2,2,2,1,2,2,2,2,2,1,1
"162367152",3,4,4,2,2,4,4,3,3,4,2,1,1,2,2,2,2,5,2,3,1,1,1,1,,,1,1,2,2
"162367154",2,4,2,1,1,1,4,3,1,1,1,1,2,1,2,2,4,2,1,2,2,2,1,2,2,1,1,2,1,1
"162367187",2,3,5,1,2,2,4,4,1,1,1,2,2,2,2,2,4,1,1,2,2,2,2,2,2,2,2,1,1,1
"162367198",1,2,1,1,1,1,4,4,1,1,1,2,2,2,2,2,4,2,1,3,2,2,2,1,2,2,2,2,1,1
"162367199",2,3,2,1,3,1,4,2,1,2,1,2,2,1,2,2,4,3,1,2,2,2,1,2,2,2,2,1,1,1
"162367203",4,3,4,1,2,4,3,3,3,4,2,2,2,1,2,2,4,3,1,3,1,2,2,1,1,2,1,,2,1
"162367206",1,4,6,2,2,4,3,4,3,3,2,1,1,1,2,2,2,3,2,4,2,2,1,1,,2,1,1,2,2
"162367213",3,5,3,1,3,4,4,5,1,2,1,1,2,1,2,1,3,3,1,3,2,1,1,2,2,2,2,,1,1
"162367214",1,2,1,1,1,1,4,4,1,1,1,1,2,1,2,2,4,1,1,2,2,1,1,2,2,1,2,,1,1
"162367216",4,3,3,1,2,3,3,4,3,1,2,2,1,1,2,1,4,3,2,2,2,2,1,2,2,2,2,1,2,2
"162367254",5,4,6,3,3,4,4,3,3,3,2,1,2,1,1,1,3,4,2,3,2,2,1,1,1,1,1,,2,2
"162367265",4,4,4,1,2,4,4,3,3,3,1,1,1,1,1,1,4,5,1,3,1,1,2,1,1,2,1,1,2,1
"162367267",2,3,2,1,3,1,4,4,1,1,1,2,2,2,2,2,4,3,1,1,2,2,1,1,2,1,2,,1,1
"162367274",2,3,2,1,1,1,4,2,1,1,1,2,2,1,2,2,4,2,1,2,2,1,1,2,2,1,2,2,1,1
"162367283",3,3,6,2,1,4,4,2,3,3,2,1,1,2,1,1,3,5,2,4,,1,1,,1,1,1,1,2,2
"162367286",4,5,2,1,1,4,4,5,1,2,2,1,2,2,2,2,2,3,2,2,2,1,1,2,1,1,2,1,2,1
"162367298",4,4,5,2,2,4,2,3,3,4,2,1,1,1,1,1,2,4,2,3,1,1,1,1,1,1,1,,2,2
"162367333",5,5,4,2,2,4,1,3,2,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2
"162367338",3,2,3,2,2,4,,4,2,5,2,1,1,2,1,1,1,4,2,4,1,1,1,1,1,1,1,,2,1
"162367340",5,5,5,1,1,4,4,4,2,4,2,1,1,1,1,1,1,3,2,4,2,1,1,1,1,2,1,1,2,2
"162367353",5,2,4,2,2,4,3,2,2,4,1,1,1,1,2,2,2,5,1,4,2,1,1,1,1,1,1,,2,1
"162367362",2,5,6,1,1,2,4,3,1,1,2,1,1,1,2,2,4,3,2,3,2,2,1,2,2,1,2,2,1,1
"162367365",4,4,3,1,2,4,4,3,2,4,2,1,1,1,1,1,2,5,2,4,2,1,1,1,1,1,1,,2,1
"162367377",3,4,3,2,1,4,3,4,2,3,2,1,1,1,2,1,2,5,2,3,2,2,1,1,1,2,1,1,2,2
"162367384",5,4,5,2,2,4,3,4,3,4,2,1,1,1,2,1,2,5,2,4,2,2,1,1,1,1,1,1,2,2
"162367399",4,3,6,3,3,4,3,3,3,3,2,1,1,1,1,1,3,3,2,3,2,2,1,1,1,1,1,1,2,1
"162367408",2,2,1,1,1,2,4,3,1,1,2,1,2,1,2,2,4,3,1,2,2,2,2,2,2,2,2,,1,1
"162367425",4,4,6,2,2,4,2,3,3,4,2,1,1,1,1,1,2,5,2,4,1,2,2,1,1,1,1,1,2,2
"162367436",4,3,3,2,2,4,3,3,3,4,2,2,1,1,1,2,2,4,2,3,1,1,1,2,1,2,1,,2,2
"162367455",5,4,5,2,3,4,4,2,3,4,2,1,2,1,1,1,2,4,2,3,2,2,1,2,1,2,1,,2,1
"162367465",3,5,2,1,1,2,4,2,1,1,2,2,2,2,2,2,4,1,1,3,2,1,2,2,2,1,2,,1,1
"162367467",4,4,4,3,1,4,4,5,3,3,2,1,2,1,2,1,2,2,2,4,,1,,1,1,1,2,1,1,2
"162367473",4,3,5,1,1,4,3,3,3,4,2,1,1,1,1,1,2,5,2,4,2,1,1,1,1,2,,,,2
"162367477",4,3,4,1,1,4,4,4,3,2,2,1,1,1,1,1,3,1,2,4,1,1,2,2,1,1,1,1,2,2
"162367482",4,5,6,3,2,4,1,3,2,5,2,1,1,1,1,1,2,3,2,4,1,1,2,1,1,2,1,1,2,2
"162367492",2,2,2,1,1,2,3,2,1,2,1,2,2,1,2,2,4,4,1,2,2,1,2,2,2,1,2,1,1,1
"162367493",4,3,4,1,1,4,4,3,3,4,2,1,1,1,2,1,1,4,2,4,2,2,2,1,1,1,1,1,2,1
"162367508",3,3,4,3,3,3,5,2,3,3,1,2,1,1,1,2,3,4,2,3,2,1,1,2,2,1,,1,1,1
"162367511",4,3,3,2,1,4,4,3,1,3,2,1,1,1,2,2,2,4,2,3,2,1,1,2,1,1,1,1,2,2
"162367521",2,4,2,1,1,2,4,3,1,1,1,1,2,1,2,2,4,2,1,2,2,1,1,2,2,2,2,1,1,1
"162367522",3,2,4,1,1,4,4,2,3,3,1,2,2,2,2,2,4,3,2,3,2,1,1,2,2,1,1,1,2,1
"162367530",2,3,2,1,3,2,4,4,1,1,1,2,2,2,2,2,4,2,1,2,2,2,2,2,2,1,2,,1,1
"162367541",4,4,4,2,2,4,3,4,3,4,2,1,1,1,2,1,2,5,2,2,2,2,,,1,2,2,1,2,2
"162367543",3,3,3,3,3,2,2,2,3,2,2,2,2,1,2,1,4,,,,,,,,,,1,,,
"162367544",2,2,1,1,3,2,4,3,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1
"162367556",2,3,2,1,3,1,4,2,1,1,1,2,2,1,2,2,4,2,1,2,2,1,1,2,2,,2,2,1,1
"162367590",4,3,4,2,3,4,3,3,3,3,2,1,1,1,2,2,2,4,2,4,2,1,2,2,1,1,1,,2,2
"162367593",3,3,6,1,1,1,2,3,3,1,2,2,2,1,2,2,4,3,1,,2,1,1,2,2,2,2,1,1,1
"162367613",4,4,2,3,3,4,3,3,1,2,2,2,2,1,1,1,1,3,1,2,2,1,1,2,1,1,1,,1,1
"162367616",3,2,2,1,1,2,4,3,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,,1,1
"162367633",3,3,6,2,2,2,3,2,3,2,2,1,1,1,2,1,4,3,1,1,2,2,1,2,2,1,1,1,1,1
"162367638",2,2,2,1,3,2,4,3,1,2,1,2,2,1,2,2,4,2,1,3,2,1,1,2,2,1,2,1,1,1
"162367656",4,3,2,3,3,2,2,3,3,2,1,2,2,1,2,2,4,3,1,1,2,1,,,2,2,2,2,1,1
"162367682",2,3,2,1,1,2,2,2,1,2,2,1,1,2,2,1,3,4,1,3,2,2,2,2,2,2,2,1,1,1
"162367688",2,2,2,1,1,1,4,3,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,2,2,1,1,1
"162367691",4,4,3,2,2,4,3,5,3,4,2,1,2,1,1,1,4,4,2,3,2,2,1,1,2,2,2,1,2,1
"162367709",4,5,3,2,2,4,3,1,1,2,2,1,1,1,2,1,1,3,2,4,2,2,1,2,1,1,1,1,2,2
"162367752",2,3,2,1,1,1,4,4,1,2,1,2,2,2,2,2,4,3,2,1,2,1,1,2,2,1,2,2,1,1
"162367781",2,2,2,1,1,1,4,4,1,1,1,2,2,1,2,2,4,2,1,1,2,2,2,2,2,2,2,2,1,1
"162367794",4,5,4,1,1,2,3,2,1,1,1,1,2,1,2,2,4,1,1,3,2,2,2,2,2,2,2,1,1,1
"162367804",5,5,5,2,2,4,1,2,3,3,2,1,1,1,2,1,2,4,2,4,2,2,1,2,1,1,1,1,2,2
"162367819",5,5,5,3,3,5,5,5,1,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,1,2
"162367821",2,3,2,1,2,1,4,3,1,1,1,2,2,2,2,2,4,2,1,3,2,1,1,2,2,2,2,2,1,1
"162367840",3,2,4,2,1,4,3,2,3,2,2,2,2,1,1,2,4,3,1,3,2,2,2,2,2,1,1,,2,1
"162367849",4,4,3,2,1,4,4,3,3,4,2,1,1,2,1,1,4,5,2,2,1,1,1,2,1,2,1,1,2,1
"162367850",5,5,6,2,2,4,3,4,3,4,2,2,1,1,1,1,3,5,2,4,2,1,1,2,1,1,1,1,2,2
"162367862",5,5,4,3,1,4,3,3,3,4,2,1,1,1,1,1,2,2,2,4,1,1,2,1,1,2,1,1,2,2
"162367876",5,5,4,2,3,4,4,4,1,4,2,1,2,1,1,1,1,4,2,4,2,1,1,2,2,2,2,1,1,2
"162367878",3,3,3,3,3,2,2,2,1,2,2,2,1,2,2,2,4,3,2,2,2,1,1,1,2,2,,1,2,1
"162367883",5,4,4,2,2,4,3,4,3,4,2,1,1,1,2,1,1,4,2,4,2,2,1,2,1,1,1,1,2,2
"162367893",4,5,3,3,2,4,4,4,3,3,1,1,1,1,1,1,2,5,2,4,2,1,1,1,2,2,1,1,1,1
"162367912",5,5,5,3,3,4,1,3,1,3,2,1,1,1,2,1,1,1,2,4,1,1,1,2,1,2,,,2,2
"162367926",6,2,6,3,3,5,5,5,3,2,1,2,2,2,2,2,4,2,1,2,2,2,2,2,2,1,2,2,1,1
"162367944",2,4,1,1,1,1,4,3,1,2,1,1,2,1,2,1,4,4,1,2,2,1,1,2,2,1,2,1,1,1
"162367953",4,5,2,1,1,2,3,3,1,2,1,2,2,1,2,2,2,2,2,3,2,2,1,1,2,2,2,2,1,1
"162367974",3,2,2,1,1,2,3,2,1,2,1,2,2,2,2,2,4,4,1,3,1,2,1,,2,2,,,,1
"162367985",4,4,4,2,2,4,2,3,3,3,2,1,1,1,1,1,2,3,2,4,2,2,2,1,1,2,1,1,2,2
"162367991",2,3,2,1,1,3,4,3,1,2,2,1,1,1,1,1,4,4,1,3,2,1,2,2,2,1,2,1,1,1
"162367998",3,4,3,1,3,2,3,3,1,3,1,1,1,1,1,1,4,5,1,3,2,1,2,2,2,2,2,1,1,1
"162368002",2,1,2,1,1,2,3,2,3,2,1,2,2,2,2,2,2,4,1,2,1,1,1,2,1,1,2,2,1,1
"162368006",2,5,2,1,2,1,4,2,1,1,1,2,1,2,2,2,4,1,1,2,2,1,2,2,2,1,2,1,1,1
"162368008",3,4,3,2,2,4,3,3,2,4,2,1,1,1,1,2,3,5,2,4,1,1,2,1,1,1,1,,2,2
"162368010",5,5,6,2,2,4,3,4,3,4,2,1,2,1,2,1,4,5,2,4,2,1,1,2,2,1,1,1,2,1
"162368033",2,2,1,1,2,1,4,3,1,1,1,2,2,2,2,2,4,2,1,2,2,2,1,2,2,1,2,2,1,1
"162368038",5,4,6,1,2,4,2,3,2,3,1,2,1,1,1,1,4,5,2,4,2,2,2,2,1,2,2,1,2,2
"162368041",4,4,3,2,2,4,3,4,3,4,2,1,1,1,2,1,1,,2,4,2,2,,,,,,,2,2
"162368046",1,4,1,1,3,1,4,5,1,2,2,1,2,1,2,2,4,3,1,1,2,1,2,2,2,2,2,1,1,1
"162368056",4,4,3,2,1,4,4,2,1,2,1,2,2,2,2,2,4,5,1,2,2,1,1,2,1,1,1,1,2,1
"162368065",2,3,2,1,1,1,3,4,1,1,1,1,2,1,1,1,4,1,2,3,2,1,2,2,1,1,2,2,1,1
"162368076",4,1,5,2,2,4,3,2,1,1,1,1,2,2,2,2,4,3,1,1,2,,,2,,,,,,
"162368082",3,3,2,1,2,2,4,4,1,1,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,2,2,2,1,1
"162368083",1,2,1,1,2,1,4,4,1,1,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,2,2,2,1,1
"162368121",3,3,3,2,1,4,3,3,1,4,1,2,2,2,2,2,3,4,2,4,2,2,1,2,2,2,1,2,2,1
"162368157",4,5,5,1,1,4,5,5,2,2,1,1,1,1,1,1,2,5,1,,2,2,1,2,2,,1,1,1,2
"162368166",2,3,2,1,1,1,4,3,1,1,1,2,2,1,2,2,4,3,1,3,2,2,1,2,2,2,2,1,1,1
"162368175",1,4,2,3,3,1,3,3,1,1,1,2,2,1,2,2,4,5,1,2,2,2,1,2,2,2,,2,1,1
"162368176",5,3,5,1,1,4,3,3,3,4,2,1,1,1,1,1,4,3,2,3,2,2,,,1,2,,,2,1
"162368177",2,5,6,1,2,1,4,3,1,1,1,1,2,2,2,2,4,1,1,2,2,2,1,2,2,1,2,1,1,1
"162368180",4,3,3,2,3,4,3,2,1,3,2,1,2,1,2,2,3,4,1,4,2,2,2,1,1,1,1,1,2,1
"162368182",4,3,4,2,2,4,2,2,3,3,2,1,1,1,2,2,2,4,2,4,1,2,2,1,1,1,1,1,2,1
"162368190",3,3,2,1,1,2,4,2,3,2,2,1,2,1,1,1,4,3,2,3,2,2,2,2,2,2,,1,,1
"162368216",5,5,5,1,1,4,4,4,3,4,2,1,1,1,1,2,2,5,2,4,,1,1,2,1,2,1,1,2,2
"162368218",4,3,4,1,1,4,4,4,3,4,1,1,1,1,2,2,1,3,2,4,,1,1,2,1,2,2,1,2,2
"162368227",4,4,6,3,2,4,3,3,3,4,2,1,1,1,2,1,2,5,2,4,1,2,1,1,1,1,1,1,2,2
"162368232",2,3,2,3,3,2,3,5,1,2,1,2,2,1,2,2,2,2,1,3,2,1,2,2,2,2,2,1,1,1
"162368233",2,4,2,1,1,1,4,2,1,2,1,2,2,2,2,2,4,3,1,2,2,2,,,2,2,2,1,1,1
"162368248",3,4,2,1,2,1,3,3,1,1,2,1,2,1,1,1,2,3,1,4,1,1,1,2,2,2,1,,2,1
"162368250",5,3,5,2,3,4,4,3,3,3,2,1,1,1,1,1,3,5,1,4,2,1,,,1,1,1,,2,2
"162368262",4,3,4,2,1,3,3,3,2,3,2,1,1,1,1,2,4,2,2,3,2,1,,,,2,2,1,2,1
"162368286",3,3,2,1,1,1,1,3,1,2,1,1,2,1,2,1,4,1,1,2,2,2,1,2,2,2,2,1,1,1
"162368287",2,3,2,1,1,1,2,1,3,1,1,2,1,1,2,2,4,1,1,4,1,1,2,2,2,2,2,1,2,1
"162368290",4,3,2,1,1,2,4,3,1,1,1,2,2,2,2,1,3,2,2,4,2,,1,2,2,2,2,,1,1
"162368294",4,5,4,2,2,4,3,2,3,3,2,1,1,1,1,1,1,5,2,3,2,2,2,2,1,1,1,,1,1
"162368295",5,3,4,1,1,2,4,5,1,1,2,2,2,1,2,1,1,2,1,3,2,2,1,2,2,1,2,1,1,1
"162368297",3,4,2,1,1,2,3,3,1,1,1,2,2,1,2,2,2,4,1,2,2,1,1,2,2,1,2,1,1,1
"162368303",3,4,2,3,2,1,4,3,3,1,1,1,2,1,2,2,4,2,1,1,2,1,1,2,2,1,2,1,1,1
"162368317",2,2,6,1,1,2,3,3,1,2,1,2,2,1,2,2,4,2,1,3,2,2,2,2,2,1,2,1,1,1
"162368319",5,5,5,3,1,4,4,3,1,3,2,1,1,2,1,2,4,4,1,4,1,1,1,2,2,1,1,1,1,1
"162368344",2,2,2,1,2,1,4,2,3,1,2,2,2,2,2,2,4,2,1,2,2,1,1,2,2,2,2,1,1,1
"162368356",2,2,2,1,1,2,3,5,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1
"162368600",3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,4,2,3,2,2,1,1,2,2,1,,1,1
"162368623",2,3,1,1,1,1,4,3,1,1,1,2,2,1,2,2,4,1,1,1,2,2,1,2,2,2,2,2,1,1
"162368634",2,2,1,1,2,1,4,4,3,1,1,2,2,2,2,2,4,2,1,3,2,2,1,2,2,1,2,,1,1
"162368807",5,4,5,3,3,4,3,3,2,4,2,1,1,1,1,2,2,4,2,4,2,2,1,1,1,2,1,1,2,2
"162369018",5,3,5,1,1,4,,3,3,4,2,1,1,1,1,1,4,5,2,4,2,1,1,2,1,1,,1,1,2
"162369066",4,3,3,1,1,2,4,2,1,1,1,1,2,1,2,2,4,2,1,4,2,2,2,2,2,2,1,1,1,1
"162369192",2,2,2,1,1,2,4,4,1,1,1,2,2,2,2,2,4,1,1,1,2,2,1,2,2,2,2,2,1,1
"162369201",4,5,3,1,,2,4,4,1,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,1,2,2,1,1
"162369252",4,4,3,1,1,4,4,2,1,2,1,1,2,1,2,2,4,4,1,2,1,1,2,2,2,2,1,1,1,1
"162369284",3,4,3,2,2,2,4,4,1,1,2,1,1,1,2,1,1,5,2,3,2,2,1,2,1,2,2,,1,1
"162369648",4,4,4,3,1,2,4,3,1,2,1,2,2,1,1,2,4,1,1,1,2,2,1,2,2,2,2,2,1,1
"162369789",5,5,5,2,2,4,4,4,1,5,2,1,1,1,1,1,1,5,2,4,1,2,1,1,2,1,1,,2,2
"162369793",5,5,6,2,2,4,2,4,2,4,2,1,1,1,1,1,4,5,2,4,1,2,1,2,1,1,1,,2,2
"162369806",2,3,2,3,3,1,3,2,1,2,1,2,2,2,2,2,4,3,1,2,2,2,1,2,2,1,2,,1,1
"162369810",4,3,4,3,2,4,3,5,3,3,2,1,2,2,2,1,2,3,1,3,1,2,1,1,1,1,1,,2,1
"162369811",2,2,2,1,1,1,4,4,1,1,1,1,2,2,2,2,4,4,1,1,2,,2,2,2,1,2,,1,1
"162369812",1,2,1,1,1,1,4,4,1,1,1,1,2,2,2,2,4,2,1,3,2,2,2,2,2,1,2,,1,1
"162369831",4,4,2,3,3,1,1,1,3,2,2,1,2,2,2,2,2,5,1,4,2,2,1,2,1,2,1,,1,1
"162369835",4,3,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,4,2,3,1,1,1,2,1,1,1,,2,2
"162369842",3,3,2,1,1,2,4,2,1,2,1,2,2,2,2,2,4,3,1,2,2,1,2,1,2,1,2,,1,1
"162369849",2,2,2,1,2,1,4,3,3,1,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,1,2,,1,1
"162369854",2,4,2,1,1,2,4,3,1,1,1,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,,1,1
"162369868",5,5,5,1,1,4,3,4,2,4,2,1,1,1,1,1,3,5,2,4,2,2,1,1,1,1,2,,2,2
"162369869",2,2,2,1,2,2,4,2,1,2,1,2,2,1,2,2,4,2,1,2,2,1,2,2,2,1,2,,1,1
"162369876",3,5,3,1,1,4,4,4,1,2,1,1,2,1,2,2,2,3,2,4,2,2,1,2,2,2,1,,1,1
"162369882",4,3,5,1,1,4,4,3,2,4,2,1,2,1,2,1,2,3,2,4,1,1,2,1,1,2,1,,2,2
"162369887",1,5,5,2,3,4,2,4,3,5,2,1,1,1,2,1,3,5,2,4,2,1,2,2,,,1,,2,2
"162369888",3,2,3,1,1,2,2,2,1,1,1,2,2,2,2,2,4,2,1,2,2,1,2,2,2,1,2,,1,1
"162369903",4,2,4,2,2,4,3,4,1,2,2,1,1,1,2,1,4,4,2,4,1,1,2,2,2,2,2,,2,2
"162369908",3,3,2,1,2,1,3,2,3,2,2,1,2,2,2,2,4,3,1,2,2,1,1,2,2,2,2,,1,1
"162369909",4,3,6,3,3,4,3,2,3,2,2,1,1,1,2,1,3,4,2,4,2,1,2,2,1,1,1,,2,1
"162369942",4,5,3,1,1,1,4,2,1,1,1,2,2,2,2,2,4,2,1,2,2,2,1,2,2,1,2,,1,1
"162369961",4,3,6,1,1,2,4,4,1,1,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,2,2,,1,1
"162369967",2,3,6,1,1,1,4,4,1,1,1,2,2,1,2,2,4,2,1,2,2,2,2,2,2,1,2,,1,1
"162369980",3,5,6,2,1,4,4,4,1,2,2,2,1,1,2,1,3,3,1,4,,1,,,1,2,1,,2,1
"162369984",4,3,4,3,3,4,4,4,1,3,2,1,1,1,2,1,,3,2,4,,1,1,2,1,2,1,,2,1
"162369993",2,3,3,1,1,1,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,,1,2
"162370000",5,3,6,1,1,4,4,4,2,3,2,1,1,1,1,1,3,4,2,4,2,1,1,1,2,1,1,,2,2
"162370009",3,3,3,1,1,3,4,2,1,2,1,2,2,1,2,2,4,4,1,1,2,2,2,2,2,1,2,,2,1
"162370036",4,3,4,2,1,4,4,4,2,3,1,1,1,1,1,1,2,4,2,4,2,2,1,1,1,2,2,,2,2
"162370037",5,4,4,2,2,4,4,4,3,3,2,1,1,1,2,1,4,4,1,4,1,1,2,1,1,1,1,,2,2
"162370042",5,5,4,3,2,4,3,3,3,3,2,1,1,1,1,1,3,4,2,4,2,1,2,1,1,1,1,,2,2
"162370050",3,4,2,1,3,2,4,3,1,2,2,1,2,1,2,2,2,3,1,3,2,1,1,2,2,2,2,,1,1
"162370053",3,4,3,2,2,4,4,4,2,4,2,1,1,1,2,2,2,5,2,4,2,2,1,1,1,1,1,,2,2
"162370057",3,1,6,1,1,3,4,4,3,1,1,2,2,2,2,2,4,1,1,2,2,1,2,2,2,1,2,,1,1
"162370067",2,3,2,1,3,2,4,3,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,,1,1
"162370072",3,3,6,2,2,4,4,4,2,4,2,1,2,2,2,2,1,5,2,4,1,,,2,1,1,1,,2,2
"162370091",2,3,2,1,2,1,3,5,1,3,1,2,2,2,2,1,3,4,1,2,2,1,1,2,1,1,2,,1,1
"162370093",2,1,2,2,1,2,3,2,2,3,2,2,2,1,2,1,4,3,1,4,1,1,2,2,2,2,2,,2,1
"162370094",2,3,2,1,1,1,4,3,1,2,1,2,2,2,2,2,3,4,2,2,2,1,2,2,1,1,2,,1,1
"162370103",1,3,1,2,2,2,3,3,1,2,1,2,2,2,2,2,3,5,1,1,,1,,,1,2,,,,1
"162370109",4,3,6,2,2,4,4,3,2,5,2,1,1,1,1,1,2,5,2,4,2,2,2,1,1,1,1,,2,1
"162370120",3,4,6,2,2,4,4,3,3,4,1,1,1,1,2,2,3,5,2,3,2,1,1,2,1,1,1,,2,1
"162370121",5,4,5,3,3,4,4,4,3,5,2,2,2,1,1,2,2,5,2,3,,,,,1,,1,,,
"162370123",4,4,3,2,2,4,4,3,2,4,2,1,1,1,1,1,2,4,2,4,1,1,1,1,1,1,1,,2,2
"162370125",5,4,5,1,1,4,4,4,3,1,1,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,1,,2,1
"162370134",3,2,3,2,2,4,3,3,3,3,2,1,2,1,2,2,3,4,1,3,1,1,1,1,1,1,1,,2,2
"162370139",1,2,1,1,2,1,4,4,3,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,,2,1
"162370144",3,2,3,1,1,2,3,2,3,2,2,2,2,2,2,2,4,2,1,3,1,2,1,2,2,2,2,,,1
"162370163",3,5,3,1,1,4,3,5,3,3,2,2,1,1,2,2,4,4,1,4,2,2,1,2,2,1,1,,2,1
"162370183",5,3,4,2,2,4,3,2,3,4,2,1,2,1,1,1,2,4,2,4,1,1,1,2,1,2,1,,2,2
"162370193",2,1,2,1,3,1,3,2,1,2,1,2,2,1,2,2,4,2,1,3,2,,2,2,2,2,2,,1,1
"162370203",5,3,4,3,2,4,4,4,3,2,2,1,1,1,1,1,2,4,1,4,2,2,2,2,1,1,1,,2,1
